,bh,ts,frequency,Thermal_freq,T_depth,Re,Im,Asympt_Re,Asympt_Im,Amplitude,Phase,V3asympt_Re,V3asympt_Im,V3_Re,V3_Im
51,4e-07,0.00038,20000.3,40000.6,26.86553257557231,0.07289791235598386,-0.011157977188986479,0.07289772266904038,-0.011160714285665563,0.07374690556772934,-8.702326285375552,9.221561917627241e-05,-1.4118303571342139e-05,9.221585913010699e-05,-1.4114841144108325e-05
52,4e-07,0.00038,21000.3,42000.6,26.218084563765057,0.07255127751523105,-0.011157853783970495,0.07255106721640914,-0.011160714285665563,0.07340426125338192,-8.743168000982884,9.17771000290557e-05,-1.4118303571342139e-05,9.177736605714415e-05,-1.4114685036759056e-05
53,4e-07,0.00038,22000.3,44000.6,25.61529771568668,0.07222077191727294,-0.011157731004118432,0.0722205410074821,-0.011160714285665563,0.07307759477065982,-8.78246200754776,9.135898437406809e-05,-1.4118303571342139e-05,9.135927647552222e-05,-1.4114529720221647e-05
54,4e-07,0.00038,23000.3,46000.6,25.052262809950737,0.07190496112616529,-0.01115760882100858,0.0719047096072245,-0.011160714285665563,0.07276548405098474,-8.820334764608107,9.095945765302815e-05,-1.4118303571342139e-05,9.095977582429526e-05,-1.4114375158524872e-05
55,4e-07,0.00038,24000.3,48000.6,24.524794340603613,0.07160259394640889,-0.011157487208834027,0.07160232181558968,-0.011160714285665563,0.07246668876593328,-8.856897397462532,9.057693709646486e-05,-1.4118303571342139e-05,9.057728134198584e-05,-1.4114221319139197e-05
56,4e-07,0.00038,25000.3,50000.6,24.029298879720574,0.07131257247328904,-0.011157366143379477,0.07131227973331988,-0.011160714285665563,0.07218012061483314,-8.892248113075308,9.021003386244786e-05,-1.4118303571342139e-05,9.021040417866999e-05,-1.4114068171422467e-05
57,4e-07,0.00038,26000.3,52000.6,23.562671569330444,0.07103392804219766,-0.011157245603271804,0.07103361469307856,-0.011160714285665563,0.07190481946701821,-8.926474152453066,8.985752258716673e-05,-1.4118303571342139e-05,8.985791897320183e-05,-1.4113915688174217e-05
58,4e-07,0.00038,27000.3,54000.6,23.12221390415956,0.07076580169905355,-0.01115712556793369,0.07076546773987502,-0.011160714285665563,0.07163993398256668,-8.959653386509107,8.951831669090637e-05,-1.4118303571342139e-05,8.951873914941899e-05,-1.4113763843415228e-05
59,4e-07,0.00038,28000.3,56000.6,22.705567815902995,0.0705074282386704,-0.011157006018947868,0.07050707366943243,-0.011160714285665563,0.07138470578613686,-8.991855628801297,8.919144819152791e-05,-1.4118303571342139e-05,8.919189672162986e-05,-1.411361261394184e-05
60,4e-07,0.00038,29000.3,58000.6,22.31066237191835,0.07025812303436396,-0.011156886938579191,0.07025774785597605,-0.011160714285665563,0.07113845639625477,-9.023143725119589,8.887605103780061e-05,-1.4118303571342139e-05,8.887652563860371e-05,-1.4113461977327546e-05
61,4e-07,0.00038,30000.3,60000.6,21.935670331179036,0.07001727111492073,-0.011156768311138876,0.07001687532738288,-0.011160714285665563,0.07090057639796941,-9.05357446297872,8.857134728934568e-05,-1.4118303571342139e-05,8.857184795996176e-05,-1.4113311913588333e-05
