,bh,ts,frequency,Thermal_freq,T_depth,Re,Im,Asympt_Re,Asympt_Im,Amplitude,Phase,V3asympt_Re,V3asympt_Im,V3_Re,V3_Im
62,1e-06,0.00038,0.3,0.6,6936.702708163994,0.13879683982668212,-0.011160713800904887,0.1387970623891306,-0.011160714285665563,0.1392448357333398,-4.5972869517877015,0.0001755782839225617,-1.4118303571342139e-05,0.0001755780023806608,-1.4118302958165962e-05
63,1e-06,0.00038,1000.3,2000.6,120.12919724707037,0.08115994364106882,-0.011159763278214996,0.0811600373535839,-0.011160714285665563,0.08192360324265328,-7.829264294639179,0.00010266744725218047,-1.4118303571342139e-05,0.00010266732870611861,-1.4117100546995331e-05
64,1e-06,0.00038,2000.3,4000.6,84.95053961035468,0.07623623622112063,-0.011158926269558833,0.07623620109461626,-0.011160714285665563,0.07704859082830282,-8.327419104147612,9.64387943849232e-05,-1.4118303571342139e-05,9.643883881960136e-05,-1.4116041730960482e-05
65,1e-06,0.00038,3000.3,6000.6,69.36355899039054,0.07335583739495632,-0.011158132176319668,0.07335567344034644,-0.011160714285665563,0.07419961451076537,-8.648944177129822,9.279492690161817e-05,-1.4118303571342139e-05,9.279513430460185e-05,-1.411503720305518e-05
66,1e-06,0.00038,4000.3,8000.6,60.07135500412675,0.07131212490276084,-0.011157365953295084,0.07131183213004988,-0.011160714285665563,0.07217967839478436,-8.892302881746064,9.020946764426441e-05,-1.4118303571342139e-05,9.020983800223092e-05,-1.411406793094816e-05
67,1e-06,0.00038,5000.3,10000.6,53.72985626111195,0.06972689602844184,-0.011156620454471522,0.06972647444854374,-0.011160714285665563,0.07061381033299871,-9.090530975071074,8.820399017750447e-05,-1.4118303571342139e-05,8.820452347624297e-05,-1.4113124874870486e-05
68,1e-06,0.00038,6000.3,12000.6,49.04866903877985,0.06843167725583044,-0.011155891470821189,0.06843112688056863,-0.011160714285665563,0.06933504428908177,-9.259041196991593,8.656537550422172e-05,-1.4118303571342139e-05,8.656607172863318e-05,-1.4112202710636623e-05
69,1e-06,0.00038,7000.3,14000.6,45.41040583539584,0.06733659595738573,-0.011155176221109286,0.06733591679494566,-0.011160714285665563,0.06825434133924928,-9.40635626962211,8.517993474566055e-05,-1.4118303571342139e-05,8.518079388597499e-05,-1.4111297919727761e-05
70,1e-06,0.00038,8000.3,16000.6,42.47765888232259,0.06638800470682327,-0.011154472728435394,0.06638719676811888,-0.011160714285665563,0.06731856676143748,-9.53771679096285,8.397980391183779e-05,-1.4118303571342139e-05,8.398082595384437e-05,-1.4110408001477559e-05
71,1e-06,0.00038,9000.3,18000.6,40.04840429062623,0.06555129913340352,-0.01115377951452956,0.06555036242752976,-0.011160714285665563,0.0664934554336568,-9.656590026658073,8.292120847119833e-05,-1.4118303571342139e-05,8.292239340335072e-05,-1.4109531085826355e-05
72,1e-06,0.00038,10000.3,20000.6,37.99331558422637,0.06480285126690433,-0.01115309543240528,0.06480178580386564,-0.011160714285665563,0.0657556162622576,-9.765396714933459,8.197425904210576e-05,-1.4118303571342139e-05,8.197560685285765e-05,-1.4108665722045721e-05
73,1e-06,0.00038,11000.3,22000.6,36.22525444758742,0.0641258080404441,-0.011152419565291893,0.06412461383115442,-0.011160714285665563,0.06508836853846367,-9.86589811233645,8.111763649676362e-05,-1.4118303571342139e-05,8.111914717101598e-05,-1.410781075006362e-05
74,1e-06,0.00038,12000.3,24000.6,34.683080005029495,0.06350772566111118,-0.011151751164220514,0.06350640271284647,-0.011160714285665563,0.06447939804841038,-9.959418226790023,8.033559943143587e-05,-1.4118303571342139e-05,8.033727296119508e-05,-1.410696522274879e-05
75,1e-06,0.00038,13000.3,26000.6,33.322457456915906,0.06293915409787587,-0.011151089605164088,0.06293770242155006,-0.011160714285665563,0.06391935479911787,-10.046979150587275,7.961619356322558e-05,-1.4118303571342139e-05,7.961802993339262e-05,-1.4106128350510616e-05
76,1e-06,0.00038,14000.3,28000.6,32.110349929204105,0.06241274765079652,-0.011150434360843064,0.06241116725459506,-0.011160714285665563,0.06340097204114957,-10.129387463703472,7.895012657677114e-05,-1.4118303571342139e-05,7.895212577846422e-05,-1.4105299466438126e-05
77,1e-06,0.00038,15000.3,30000.6,31.021567376200455,0.0619226830945081,-0.011149784979011201,0.06192097398707119,-0.011160714285665563,0.0629184900225783,-10.207291591543695,7.833003209345435e-05,-1.4118303571342139e-05,7.833219411423897e-05,-1.4104477998433396e-05
78,1e-06,0.00038,16000.3,32000.6,30.03652222777573,0.061464266004350065,-0.011149141068358404,0.0614624281961369,-0.011160714285665563,0.06246726616400426,-10.281221140409999,7.774997166798414e-05,-1.4118303571342139e-05,7.775229649542581e-05,-1.4103663451447979e-05
79,1e-06,0.00038,17000.3,34000.6,29.139722839128407,0.061033656630570476,-0.011148502286459916,0.061031690129311755,-0.011160714285665563,0.06204350364822133,-10.351614635234172,7.720508801334347e-05,-1.4118303571342139e-05,7.720757563767222e-05,-1.4102855392383873e-05
80,1e-06,0.00038,18000.3,36000.6,28.31873423217134,0.06062767423873083,-0.011147868330795063,0.060625579054431,-0.011160714285665563,0.061644057717897036,-10.418839551896912,7.669135750365541e-05,-1.4118303571342139e-05,7.669400791243675e-05,-1.410205343843618e-05
81,1e-06,0.00038,19000.3,38000.6,27.563443959634228,0.060243654435907956,-0.011147238933176595,0.060241430576297716,-0.011160714285665563,0.06126629444993663,-10.483207087559736,7.620540967945288e-05,-1.4118303571342139e-05,7.620822286114048e-05,-1.4101257250431765e-05
82,1e-06,0.00038,20000.3,40000.6,26.86553257557231,0.05987934311542631,-0.011146613853043164,0.05987699059005536,-0.011160714285665563,0.060907985784536975,-10.544983255412463,7.574439309632197e-05,-1.4118303571342139e-05,7.574736904114587e-05,-1.4100466524058497e-05
83,1e-06,0.00038,21000.3,42000.6,26.218084563765057,0.05953281632037033,-0.01114599287461715,0.05953033513742412,-0.011160714285665563,0.06056723021711748,-10.60439735170369,7.530587394910526e-05,-1.4118303571342139e-05,7.530901264551915e-05,-1.4099680986423557e-05
84,1e-06,0.00038,22000.3,44000.6,25.61529771568668,0.0592024187599236,-0.011145375802357194,0.05919980892849708,-0.011160714285665563,0.06024239195788053,-10.661648512562744,7.488775829411765e-05,-1.4118303571342139e-05,7.489105973146337e-05,-1.4098900389947211e-05
85,1e-06,0.00038,23000.3,46000.6,25.052262809950737,0.058886715999051376,-0.011144762458229707,0.05888397752687524,-0.011160714285665563,0.05993205362262343,-10.716910858702224,7.448823157130136e-05,-1.4118303571342139e-05,7.449169573892078e-05,-1.4098124509698273e-05
86,1e-06,0.00038,24000.3,48000.6,24.524794340603613,0.0585844568399807,-0.011144152680117259,0.058581589736604656,-0.011160714285665563,0.05963497901571567,-10.770337579202927,7.410571101651442e-05,-1.4118303571342139e-05,7.410933790286123e-05,-1.4097353140396507e-05
87,1e-06,0.00038,25000.3,50000.6,24.029298879720574,0.05829454338118012,-0.011143546319317466,0.05829154765433486,-0.011160714285665563,0.05935008350946657,-10.822064207711534,7.373880778249742e-05,-1.4118303571342139e-05,7.374259737691347e-05,-1.4096586093970132e-05
88,1e-06,0.00038,26000.3,52000.6,23.562671569330444,0.058016006954403565,-0.011142943238837688,0.058012882613638794,-0.011160714285665563,0.0590764102408929,-10.872211276115202,7.338629650632811e-05,-1.4118303571342139e-05,7.339024879726708e-05,-1.4095823197113333e-05
89,1e-06,0.00038,27000.3,54000.6,23.12221390415956,0.05774798860829833,-0.01114234331237185,0.05774473566134475,-0.011160714285665563,0.058813110807008705,-10.92088648346551,7.304709061184411e-05,-1.4118303571342139e-05,7.305120558953604e-05,-1.409506429017604e-05
90,1e-06,0.00038,28000.3,56000.6,22.705567815902995,0.0574897231349496,-0.011141746423277255,0.05748634159044741,-0.011160714285665563,0.05855942946712314,-10.968186485051275,7.272022211157747e-05,-1.4118303571342139e-05,7.272449976536421e-05,-1.4094309225498591e-05
91,1e-06,0.00038,29000.3,58000.6,22.31066237191835,0.05724052591176587,-0.011141152462641912,0.05723701577699103,-0.011160714285665563,0.05831469012912529,-11.014198373821943,7.240482495785017e-05,-1.4118303571342139e-05,7.240926527796177e-05,-1.4093557865191286e-05
92,1e-06,0.00038,30000.3,60000.6,21.935670331179036,0.05699978196389566,-0.011140561329511911,0.056996143248852604,-0.011160714285665563,0.05807828553470735,-11.059000923528547,7.210012120939524e-05,-1.4118303571342139e-05,7.210472418428537e-05,-1.4092810081800522e-05
